,0
0,1.0
1,0.9645358356576764
2,0.9780869824887329
3,0.9671843529610981
4,0.9816459635740261
5,0.9673358089958105
6,0.9708576777870134
7,0.9780869824887329
8,0.9708970910701543
9,0.9782238726638738
10,0.9673358089958105
11,0.9926732184062805
12,0.9708970910701543
13,0.9852768739073117
14,0.9708970910701543
15,0.9891119363319368
16,0.9816482645630766
17,0.9708317087263317
18,0.978082762302695
19,0.9708317087263317
20,0.9708576777870134
21,0.9637893359170692
22,0.9673358089958105
23,0.9780869824887329
24,0.9780869824887329
25,0.9743675020470239
26,0.9816088454404502
27,0.9743929908006755
28,0.9963018277505156
29,0.9782238726638738
30,0.9781481446465174
31,0.9779478159284954
32,0.9780545564815277
33,0.9854137640824524
34,0.9782238726638738
35,0.9745257004143894
36,0.9854137640824524
37,0.9673358089958105
38,0.9745257004143894
39,0.9708970910701543
40,0.9638397438736184
41,0.9780216001449106
42,0.9816632711050675
43,0.9854137640824524
44,0.9854114630934019
45,0.9963018277505156
46,0.9780869824887329
47,0.9817851547382174
48,0.9889750461567961
49,0.9638397438736184
50,0.967209097544663
51,0.9673358089958105
52,0.9780724166291611
53,0.9743826451271417
54,0.9707903446776366
55,0.9815694379967949
56,0.9853380360650962
57,0.9708970910701543
58,0.9853380360650962
59,0.9782238726638738
60,0.9672600809784543
61,0.9817761186564127
62,0.970821363052798
63,0.9852780739402069
64,0.9780112544713767
65,0.9853380360650962
66,0.9852768739073117
67,0.9890294659819278
68,0.9963018277505156
69,0.9673358089958105
70,0.981715591832968
71,0.9743535716780491
72,0.9744432300643803
73,0.9780112544713768
74,0.9889750461567961
75,0.9889750461567961
76,0.9707456350354416
77,0.9780869824887329
78,0.9926036555010311
79,0.9708970910701543
80,0.9637572735236093
81,0.9780869824887329
82,0.9708970910701543
83,0.9889727451677456
84,0.9926732184062805
85,0.9854137640824524
86,0.9963018277505156
87,1.0
88,1.0
89,0.9708970910701543
90,0.9782238726638738
91,0.955419582212393
92,0.9889750461567961
93,0.9747278075416815
94,0.9816088512799358
95,0.9963018277505156
96,0.9853374007307565
97,0.9890362083145806
98,0.9963018277505156
99,0.9638397438736184
100,0.981715591832968
101,0.9816398638156119
102,0.9780475692055921
103,0.9780112544713767
104,0.9854137640824524
105,0.9926732184062805
106,0.9889750461567961
107,1.0
108,1.0
