,0,1,2,3,4,5
0,0.8842944166666666,0.88513315,0.41013097,0.41348884999999996,0.8743965666666665,0.9011563499999999
1,0.9277967233333334,0.91674035,0.3187356833333333,0.22523714000000003,0.9146809466666667,0.9228636066666667
2,0.8981631750000001,0.8694766075,0.33807379,0.3091046425,0.8779798475,0.8758700325
3,0.18157213249999998,0.9441135925,0.47393776,0.1593104075,0.0,0.0
4,0.7346329266666666,0.7846838933333333,0.3396199,0.36914357666666664,0.7345433066666667,0.7285710499999999
5,0.69006966,0.68783054,0.0,0.0,0.67589293,0.69438248
6,0.64550721,0.6137354666666667,0.26105471166666666,0.33471088666666665,0.598841125,0.6008300750000001
7,0.23762911,0.133384,0.0,0.0,0.32566185,0.39106872
8,0.90094145,0.89328938,0.0,0.0,0.88877365,0.87113526
9,0.720434172,0.676753668,0.37355185399999996,0.507061764,0.6685124680000001,0.670607846
10,0.93800707,0.95755928,0.0,0.0,0.96502654,0.99609723
11,0.920806225,0.90469713,0.39198237,0.220126355,0.9264180575,0.9068045775
12,0.8716745892857144,0.8485470957142857,0.433940225,0.3454712857142857,0.8384737571428572,0.8384309414285714
13,0.6654485403999999,0.6539635462,0.3634271016,0.4379846328,0.0,0.0
14,0.86982538,0.8576026,0.0,0.0,0.88792665,0.88148479
15,0.608842998,0.605168342,0.357190464,0.244468334,0.606568388,0.601185236
16,0.51665726,0.49792413,0.15146607,0.13745322,0.49774334,0.46718766
17,0.5435267699999999,0.5418023914285715,0.28664057428571427,0.2956065142857143,0.5476454585714284,0.5455334314285715
18,1.0,0.98743131,0.5519023399999999,0.5519023399999999,0.9785918533333334,0.9900636566666666
19,0.36028281,0.98349366,0.5519023399999999,0.5519023399999999,0.9529708666666666,1.0
20,0.70493987,0.68789838,0.0,0.0,0.66534572,0.67380694
21,0.7300669414285713,0.6938417385714286,0.5252417071428571,0.41999408571428576,0.7211836442857144,0.6865089685714285
22,0.8937629,0.88351873375,0.7708252124999999,0.08602636,0.8715184375,0.88009959875
23,0.7900852190000001,0.7753918849999999,0.5304761499999999,0.770266801,0.757253871,0.755916868
24,0.5191788599999999,0.5045708333333333,0.2707823833333333,0.30055200666666665,0.5090333233333334,0.5321118266666667
25,0.75927797,0.78013176,0.0,0.0,0.77022212,0.76540016
26,0.5428550433333333,0.591623815,0.23897864833333335,0.25774736333333337,0.5551089366666666,0.5555069683333332
27,0.468151085,0.2941582675,0.2902366925,0.0,0.5954337675,0.74248318
