,0,1,2,3,4,5
0,0.9986107500000001,0.9983362433333333,0.4148118066666666,0.49164598,0.99610779,0.9977771266666666
1,0.8560797899999999,0.8600690966666665,0.29868585666666664,0.34278994,0.8540095733333334,0.8499617066666666
2,0.8520887575,0.8513134050000001,0.1053951525,0.0,0.8412932525000001,0.8622143225000001
3,0.0,0.9553099025,0.6577223175,0.3109200975,0.0,0.0
4,0.79135341,0.7913702066666666,0.43496824666666667,0.3999464533333333,0.7760917666666667,0.7874511033333333
5,0.77656742,0.7690594,0.0,0.0,0.77981446,0.73140855
6,0.6521021233333333,0.6653592383333333,0.31029403166666664,0.4659151300000001,0.6826424533333332,0.6214942133333333
7,0.39727311,0.21819995,0.0,0.0,0.32931796,0.28653193
8,0.86656238,0.85063698,0.0,0.0,0.85614138,0.86633107
9,0.667769126,0.6625707980000001,0.388784068,0.47662945600000006,0.6694063800000001,0.65966744
10,0.99028164,0.98600885,0.0,0.0,0.99611076,0.99029344
11,0.970358915,0.970358915,0.309982435,0.288118195,0.970358915,0.970358915
12,0.9526674521428571,0.9596152128571428,0.690984732142857,0.7966123014285714,0.9583577135714287,0.9574292828571428
13,0.6646957231999999,0.7077650432,0.4276764642,0.5891371772,0.0,0.0
14,0.9078563,0.90748609,0.0,0.0,0.9151847,0.90581333
15,0.6081876700000001,0.664008896,0.21510570600000004,0.333217642,0.6583236880000001,0.654126332
16,0.55811525,0.50765157,0.0,0.0,0.53449564,0.54814379
17,0.5843670214285714,0.5841452642857143,0.32863342714285715,0.27363285142857147,0.56229389,0.5792554857142856
18,1.0,1.0,0.36793489333333335,0.5220918266666666,1.0,1.0
19,0.07285633666666667,0.25887347666666666,0.5359735066666667,0.5519023399999999,0.29811433,0.15813628333333332
20,0.78581269,0.76657028,0.0,0.0,0.73964621,0.73818004
21,0.8098500085714286,0.7714530900000002,0.6211656442857143,0.6529983257142857,0.7013378014285715,0.8844420114285715
22,0.98218473,0.9769579875000001,0.7757985924999999,0.68720498625,0.9790516425,0.98342472375
23,0.8493755740000001,0.8469181889999999,0.5380399330000001,0.8010746990000002,0.851898656,0.8359401780000001
24,0.5461244166666667,0.51200151,0.34909659666666665,0.36587019666666665,0.5466361166666667,0.5584555266666666
25,0.80426595,0.78459401,0.0,0.0,0.79669593,0.80935885
26,0.4938664766666667,0.49523630999999996,0.3043128683333333,0.2853065833333333,0.5089403233333333,0.4892232299999999
27,0.73254542,0.86794474,0.09553030500000001,0.089413405,0.846037075,0.7941766474999999
