,0,1,2
0,1.0,0.9944812362030905,0.73
1,1.0,0.0,0.0
2,1.0,0.0,0.0
3,1.0,0.0,0.0
4,1.0,0.9933774834437087,0.68
5,1.0,1.0,0.6777777777777777
6,1.0,0.9966887417218543,0.7422222222222222
7,1.0,1.0,0.75
8,1.0,0.9988962472406181,0.8088888888888889
9,1.0,1.0,0.7355555555555555
10,1.0,0.9966887417218543,0.7388888888888889
11,1.0,0.9801324503311258,0.6911111111111111
12,1.0,0.9988962472406181,0.7000000000000001
13,1.0,0.9966887417218543,0.7366666666666667
14,1.0,1.0,0.8022222222222223
15,1.0,0.9988962472406181,0.7733333333333334
16,1.0,0.9955849889624724,0.7888888888888889
17,1.0,0.9988962472406181,0.8111111111111112
18,1.0,1.0,0.7722222222222223
19,1.0,0.9988962472406181,0.7455555555555554
20,1.0,0.9944812362030905,0.7988888888888889
