,0,1,2
0,0.9479333099007333,0.9789841338149196,0.8537024963496197
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.9706010256005935,0.9420333005234633,0.8242361193163062
5,0.9451053786656193,0.9722823378913535,0.8212095188595767
6,0.947561622904541,0.9839980401557057,0.8614118056243291
7,0.9584250369219287,0.9780041566436858,0.8660153959456748
8,0.9611186435767953,0.9893494848085856,0.8988522953306041
9,0.9563403569610047,0.9762699472643804,0.8567181385497271
10,0.9543044693304692,0.9766791649077692,0.8591137318096767
11,0.9493852056124652,0.9568831924124949,0.8309535044039483
12,0.946356272191328,0.9760425363236314,0.835886238368996
13,0.9601684344208801,0.9706721668937565,0.8579294136007607
14,0.9687354654553602,0.9811253106762509,0.895615680189407
15,0.9520139001787409,0.9896131274809036,0.8789072130015398
16,0.959296757071181,0.9840466076299496,0.887738938645235
17,0.9641688584003688,0.9871081299505909,0.900351905247658
18,0.9604553473185057,0.9816520727334407,0.8783425730290956
19,0.9561074558883152,0.9784776583393348,0.8628837187796784
20,0.9587104504025593,0.9866083838618125,0.8932193013947504
