,0
0,19.775021196025975
1,17.34223054737699
2,14.909439898728001
3,12.476649250079014
4,10.75055681536833
5,9.024464380657644
6,7.298371945946959
7,5.9595106380617
8,4.620649330176441
9,3.281788022291183
10,2.187858681527455
11,1.0939293407637276
12,0.0
