,0,1,2,3
0,0.3147931644605702,0.4223085556418889,0.21561338289962825,0.07942238267148015
1,0.15449202350965577,0.12407407407407406,0.0,0.20322605948671138
2,0.0,0.32786630748242934,0.0,0.1015873015873016
3,0.0,0.0,0.44655176936596624,0.10732714138286893
4,0.0,0.17464788732394368,0.29897105810300045,0.32262182262182265
5,0.0,0.1650518793375936,0.14948453608247422,0.1253201385047227
6,0.0,0.3160997040090239,0.14871794871794872,0.019607843137254905
7,0.0,0.37655740396374654,0.0,0.14731991268493816
8,0.0,0.15905245346869712,0.20938628158844766,0.17833720314473092
9,0.0,0.15705931495405182,0.30052620274914094,0.12762762762762767
10,0.0,0.15824915824915822,0.0,0.15892305168998624
11,0.0,0.0,0.14795918367346939,0.1144740821387528
12,0.3071902723494013,0.0,0.14758269720101783,0.04729729729729729
13,0.0,0.38596390855562707,0.07017543859649122,0.2562530413625304
