,0,1,2,3
0,0.9890358473023588,0.98797111408593,0.9885185631902363,0.8468176135938684
1,0.9882487106081604,0.9869666345842711,0.9885185631902363,0.8526794183792177
2,0.9898229839965572,0.9879668835842418,0.9877477874264832,0.8468176135938684
3,0.9890358473023588,0.9854074382918796,0.9877477874264832,0.8408323617652952
4,0.9906082487762801,0.9879668835842418,0.9869770116627298,0.8468176135938684
5,0.9747094335144499,0.8339576249783808,0.973733528978336,0.8428765772030399
6,0.9890358473023588,0.983138729021838,0.9854336486688235,0.8645264749931401
7,0.9850869116572013,0.9766649584207124,0.9854336486688235,0.8645264749931401
8,0.9874559042047548,0.9820861743152811,0.9862044244325769,0.8703882797784891
9,0.9882468252427064,0.9787401972831559,0.9846610614386706,0.858664670207791
10,0.9898229839965572,0.9869484429174286,0.9869770116627298,0.8526794183792177
11,0.9874559042047548,0.9797525470641433,0.9862062358989764,0.8526794183792177
12,0.9866706664888557,0.9787199612227492,0.9862044244325769,0.8585412231645667
13,0.9890358473023588,0.9854074382918796,0.9877477874264832,0.8408323617652952
