,0,1,2,3
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.2877789953606938,0.34263682978532534,0.0
3,0.0,0.6131613188897823,0.48306836714985946,0.0
4,0.0,0.6588699708980822,0.4974464361766062,0.0
5,0.0,0.5432646308421082,0.5384679856074593,0.0
6,0.0,0.6145121612127104,0.661818585812664,0.0
7,0.0,0.48949499259203993,0.6090902907153048,0.0
8,0.0,0.5326138540998674,0.5292340464447366,0.0
9,0.0,0.8328383545915022,0.7071688283128439,0.0
10,0.0,0.27258729311607405,0.2156985505460871,0.0
11,0.0,0.18490006540840973,0.1160517706371319,0.0
12,0.0,0.0,0.0,0.0
