,0
0,0.8364140963238604
1,0.8295927003700555
2,0.8435638636539157
3,0.8689551454877509
4,0.8816912690487095
5,0.8529402484889558
6,0.8420274058206555
7,0.8454857459496532
8,0.8527719498688544
9,0.8639324461966575
10,0.865082852782895
11,0.8575732752820459
12,0.864449131883847
13,0.8685351124561614
14,0.8454798328655131
15,0.8241553346180931
16,0.8516251704790182
17,0.830272128339057
18,0.8128883172762409
19,0.8532436107798475
20,0.8589595245476697
21,0.8324019673025559
22,0.8516610254399654
23,0.8476645559033996
24,0.8465431911950464
25,0.8386026387064586
26,0.8657943026539107
27,0.8527189489483559
28,0.837179395675045
29,0.8250085722034776
30,0.8377668195606519
31,0.8651122864486829
32,0.8208728291904442
33,0.8236743840574788
34,0.8349129790602131
35,0.8368494583868206
36,0.8564477028774461
37,0.8283443838896156
38,0.8279177851912785
39,0.8198726834366193
40,0.8293427219127693
41,0.8456574618451725
42,0.8610656774575105
43,0.811691803422203
44,0.8377821497241333
45,0.808261578808696
46,0.869536952777826
47,0.8389331640495334
48,0.8341767154241486
49,0.8050188737800399
50,0.8348618544040723
51,0.8189670098657302
52,0.8255638113184816
53,0.8449260168345147
54,0.8606870175917379
55,0.8287579680048749
56,0.8649447330874956
57,0.8516823023826076
58,0.8210039552791732
59,0.8404414025716352
60,0.851759715715057
61,0.8287352803567024
62,0.8307570475298354
63,0.8358907089891915
