,0,1,2,3,4,5,6,7
0,0.9906353680851895,0.921149064126303,0.9465705523336815,0.9833315043843033,0.992687284243082,0.9573101511261842,0.7052154528550666,0.7347546439952687
1,0.9845846765212061,0.9291052243414427,0.9370753946001583,0.9864539123243538,0.9872157705074299,0.9488363910781366,0.7194043777918576,0.6920820926395091
2,0.9755747029812927,0.9371399819492302,0.9543665431939243,0.9812252911045946,0.975458659868703,0.8724461946578638,0.8578029700641348,0.7371953533891572
3,0.9815599022204178,0.9646796066714755,0.9560628500822009,0.9927240333530548,0.9875126869933698,0.9460799906980712,0.803491206773808,0.7707545929644244
4,0.984969055486974,0.9320482539941191,0.957341837044365,0.9904033353873132,0.9922819247321155,0.980368564121234,0.8683938092596355,0.7540273727785438
5,0.979879729472439,0.9304043995537169,0.9573721479669697,0.985471646792739,0.9971599904318089,0.9437941778955904,0.7761917529030623,0.7576648467924024
6,0.9855392580120323,0.8880296776770376,0.9541020538118111,0.9798130043879704,0.9905595769669441,0.9506768000730879,0.7893774041238134,0.7357997469884752
7,0.988876450397339,0.8911351157918714,0.9479824449622497,0.9768208339781186,0.9930724072324556,0.9704974373135621,0.8056488941488521,0.7118068887629984
8,0.9882029828553917,0.9254288915932664,0.9463994930937835,0.9861400782376615,0.9947218897755334,0.9776121120194211,0.7536469478603448,0.7394409856089732
9,0.9891576556430226,0.9394399640633803,0.9567149558936136,0.9868018110330761,0.9969972708475959,0.9653026625091888,0.7667534930682406,0.7752208172027305
10,0.9908040300672359,0.9289961187060012,0.9532627423910651,0.9868864073235512,0.9953722230854144,0.9645379632729473,0.8285037780977825,0.7369304417888083
11,0.9951189737811119,0.9218836011318325,0.9461381292095274,0.98629724068517,0.9989454119242765,0.9714131923576419,0.8170304510652414,0.6881256792383151
12,0.9853336008806567,0.9479664809571281,0.9508652270985745,0.9896859228922672,0.9926861691760381,0.9713806615661736,0.8240109287613716,0.706501084369855
13,0.9879609623656785,0.927343137724738,0.9565666866583934,0.9858908165790817,0.9971572842516006,0.9661539976388421,0.831207167427531,0.7510493824380737
14,0.9912935115174298,0.9079947850738862,0.9440118739598297,0.9851517404075185,0.9929233741966418,0.9833900312338186,0.7630978540989507,0.7097470950300199
15,0.9885366982188035,0.912007490493843,0.941457738361001,0.9836591863953759,0.9921189417548221,0.9479219979887641,0.6949689424674442,0.6997571800207795
16,0.985596692702111,0.9169017576177669,0.9529986286723466,0.98473900686716,0.9952015509854498,0.961774615493728,0.7821207571018093,0.7369168604705632
17,0.9922726009593433,0.8559968293621646,0.9430637068914498,0.9773105082835949,0.99577852079157,0.9716997950422197,0.7781095441579731,0.6814361508073462
18,0.9912115175137893,0.8838050355613971,0.930180162814395,0.9801751131062612,0.9879985279191414,0.958449922929706,0.6567467139279032,0.7017728229141981
19,0.9851608002642062,0.9450466717645204,0.9477757129459246,0.9850682306292745,0.972392039684513,0.9777879512755588,0.7414730513313502,0.7717469826377288
20,0.9853522644522706,0.8982751646163248,0.9565310458806057,0.9830814358337086,0.99821410361126,0.9709839476565784,0.7999519981849952,0.7627754070385698
21,0.9839959533520459,0.9111446045637477,0.9310607205852901,0.9865507713613435,0.978004047988872,0.9566778128537683,0.6820585889497841,0.7771300886913747
22,0.9900578389878394,0.9082162315715022,0.950585034426322,0.9802567348477863,0.9862916788714524,0.9418196941427835,0.8699620210806946,0.6870736972953052
23,0.9893298926910687,0.9207086265134584,0.9419169982007025,0.9877049666096432,0.9970797895144986,0.9722536892618897,0.7641419217872404,0.715313026430945
24,0.9885126270525187,0.8656847790008076,0.9500233801155616,0.9801724864527218,0.994885071248124,0.987361719876566,0.7841204018426137,0.7391285334172611
25,0.9912921268886263,0.9426395483413752,0.94337126895577,0.9855079770789338,0.9889766434254454,0.9542601399304815,0.70491063675675,0.7315987252635519
26,0.9808909922534518,0.8809938771696606,0.9598579563539168,0.9819097523613891,0.9915490756727876,0.9827593582890127,0.8682712499420377,0.7468338782734776
27,0.9882745280948569,0.8975692758890915,0.9588875296548993,0.9843958959629862,0.9772732483723997,0.9536633781516258,0.8399552467803671,0.7330175370376377
28,0.9858840636981477,0.8924844305926323,0.9416230543852327,0.9819056335405696,0.9959408462850461,0.9686055145594158,0.7434783233283353,0.7041328852360134
29,0.9926782326793703,0.9198170985502133,0.9374998997165122,0.9839939427211695,0.993006457261458,0.949561684072845,0.7024777754845006,0.6731897681490414
30,0.9925166334916105,0.9148199144310502,0.9424808495672994,0.9868026168571697,0.987882688668423,0.9721150926209062,0.735903622911251,0.7002394598300355
31,0.982321353638948,0.9251990636124069,0.9554515662707336,0.986553756949743,0.9944833187116444,0.9825152498330446,0.8130316601883445,0.7415496900244719
32,0.9753472485007996,0.9382413452998749,0.9430856904369055,0.9889472023335605,0.9718655133169815,0.9485404306612638,0.6313001809278301,0.7349171363970641
33,0.9931647196101716,0.8896276252051588,0.9307447248276981,0.9814912620895405,0.986808258122382,0.973209914660405,0.7484498232257111,0.6465683784397557
34,0.9898919313000412,0.911768280787407,0.9397293161384814,0.9846518924861787,0.9956190223403252,0.95687249777744,0.7550995910149286,0.6852533412334229
35,0.9928406724903072,0.9313270572371782,0.9421113374505333,0.9856401134917733,0.9899000741534976,0.9528476535179258,0.7441725275736323,0.6898389095023116
36,0.9801479983965754,0.9196997550628332,0.9522291603763741,0.981009100554968,0.9948721183762346,0.9507515254510116,0.8612257389348477,0.698433619605154
37,0.9842116406362602,0.8635153646568091,0.9460836407439195,0.9747481383699088,0.9898320710113421,0.9380697873637746,0.7923805556257252,0.7067542670317618
38,0.9910475636769647,0.8881828157744548,0.9379804736064302,0.981002248632629,0.9864737009932671,0.9702008234962003,0.7394487135177821,0.6894237315999748
39,0.9916988801372703,0.8971024229655709,0.9275199403444451,0.9849003766793852,0.9926145050858294,0.9750125827680466,0.7485749920851855,0.5915335363762728
40,0.9901468714909751,0.9235730909323184,0.9389845783805982,0.985895388176417,0.9926104661457357,0.9571879023617164,0.7062644644009071,0.6875579980216502
41,0.9944662127461753,0.9092385375075324,0.939101360949392,0.9843095881456488,0.9954502800531745,0.979174006141858,0.8040563769407091,0.6596098014907559
