,0,1
0,0.15473441108545036,0.9906542056074766
1,0.5496535796766743,0.4462616822429906
2,0.9899923017705928,0.009345794392523364
3,0.03926096997690531,0.9984423676012462
4,0.20785219399538105,0.9852024922118381
5,0.20323325635103925,0.9890965732087228
6,0.19707467282525018,0.9867601246105919
7,0.11470361816782142,0.9945482866043615
8,0.15473441108545036,0.9906542056074766
9,0.08775981524249422,0.9922118380062305
10,0.14318706697459585,0.9992211838006231
11,0.13702848344880678,0.9953271028037384
12,0.11470361816782142,0.9976635514018692
