,0,1,2,3
0,0.9201380310569878,0.9209430827798767,1.0,0.9116241966854592
1,0.46269972870228554,0.0,0.0,0.019607843137254905
2,0.4658769425533839,0.0,0.0,0.14285714285714285
3,0.4744172936068167,0.020618556701030927,0.0,0.3843537414965987
4,0.46827276014096847,0.0,0.0,0.14285714285714285
5,0.46827276014096847,0.0,0.0,0.2333333333333333
6,0.46231155778894467,0.0,0.0,0.0
7,0.4698612436356322,0.0,0.0,0.29444444444444445
8,0.8806670085874725,0.8734236166818133,1.0,0.9141351822472922
9,0.8676109638884258,0.8490057795841918,1.0,0.9354838709677419
10,0.9216186411428474,0.9196098854275162,1.0,0.8991842788283276
11,0.8897156272824874,0.8924401177279098,1.0,0.8744870651204283
12,0.8626555029099326,0.8575548949042925,1.0,0.8675948345439871
