,0,1,2,3,4
0,0.0,0.10540925533894598,0.27589987913054054,0.0,0.21320071635561044
1,0.09245003270420486,0.510367683947924,0.27517476963950355,0.0,0.3308324254670307
2,0.0,0.5338446573954878,0.27517476963950355,0.0,0.3319316175651325
3,0.0,0.40355165233891793,0.27517476963950355,0.0,0.2880463910296913
4,0.22319412279632755,0.5730200790843689,0.27517476963950355,0.0,0.37354246657772233
5,0.18051445949139389,0.5838925303462105,0.27517476963950355,0.0,0.38013825240503846
6,0.12868499935823546,0.6012644039272055,0.27517476963950355,0.0,0.3908485643906134
7,0.0,0.5424638950129332,0.27517476963950355,0.0,0.33424629422346924
8,0.09245003270420486,0.5940127824639055,0.27589987913054054,0.0,0.35038476009371045
9,0.12971863041569273,0.6008506320656265,0.27517476963950355,0.0,0.3981793077526506
10,0.0,0.5463549413510205,0.27517476963950355,0.0,0.33538430920596274
11,0.09172492321316784,0.5691290327462818,0.27517476963950355,0.0,0.3635589741269814
12,0.0,0.5395170917492994,0.27517476963950355,0.0,0.33236692445625776
13,0.0,0.49018271423444776,0.27517476963950355,0.0,0.3204966153733477
14,0.18417495591737273,0.4472135954999579,0.27517476963950355,0.0,0.33596191624912763
15,0.0,0.6233472614172718,0.27517476963950355,0.0,0.3668670983914876
16,0.09245003270420486,0.4807165828350273,0.27517476963950355,0.0,0.32409905403117517
17,0.0,0.31622776601683794,0.27517476963950355,0.11526067913468745,0.29528977716781907
18,0.09172492321316784,0.5662309908166757,0.2766249886215776,0.16666666666666666,0.3635589741269814
19,0.0,0.5128519540159511,0.27589987913054054,0.11785113019775793,0.32198694799878314
20,0.0,0.5477225575051661,0.27589987913054054,0.23570226039551587,0.34610915644142176
21,0.1834498464263357,0.5673476447305572,0.27517476963950355,0.0,0.3889995027184879
22,0.0,0.43705463967398733,0.27517476963950355,0.0,0.2999092532476438
23,0.18198807136638961,0.5955919695733938,0.27517476963950355,0.0,0.39313572848023576
24,0.0,0.6273293720454597,0.27517476963950355,0.0,0.36450281946928503
25,0.0,0.3591001156231339,0.27517476963950355,0.0,0.2732525223748668
26,0.0,0.4795999289211459,0.27517476963950355,0.0,0.31183970780648895
27,0.0,0.39339269651294734,0.27517476963950355,0.0,0.2864442996995715
28,0.09245003270420486,0.6200455439498128,0.27517476963950355,0.28330565956533,0.4048279264563504
29,0.0,0.5743876952385145,0.27517476963950355,0.11785113019775793,0.36469698910947485
30,0.251853077018255,0.48071658283502733,0.27517476963950355,0.0,0.3657290834089942
31,0.09245003270420486,0.5707082198557699,0.27517476963950355,0.0,0.3565492783748316
32,0.0,0.47055762700905673,0.27517476963950355,0.0,0.3117721154655963
33,0.0,0.4637197774073358,0.27517476963950355,0.0,0.3204966153733477
34,0.0,0.5227591633991889,0.1834498464263357,0.0,0.32995358804103514
35,0.09245003270420486,0.31622776601683794,0.27517476963950355,0.0,0.29466217795712407
36,0.0,0.46529896451682395,0.27517476963950355,0.0,0.31063410048310286
37,0.0,0.3933926965129473,0.2766249886215776,0.0,0.2586095149556403
38,0.1307440900921227,0.4429761742663516,0.27589987913054054,0.11785113019775793,0.3344620343195841
39,0.0,0.5228961080147732,0.27517476963950355,0.11785113019775793,0.34273126336085485
40,0.252578186509292,0.5424638950129334,0.27517476963950355,0.2348451498915969,0.40321404373238606
41,0.09245003270420486,0.43705463967398733,0.27517476963950355,0.0,0.3133742067957161
42,0.22645540682891915,0.6439830663233308,0.18417495591737273,0.0,0.40819309825641453
43,0.09172492321316784,0.6384789054840295,0.27589987913054054,0.16545452936757207,0.4462761582128156
44,0.09172492321316784,0.43705463967398733,0.27517476963950355,0.0,0.3224969627010553
45,0.12868499935823546,0.5990850472026231,0.27517476963950355,0.0,0.38325439987889126
46,0.0,0.29814239699997197,0.27589987913054054,0.0,0.251259453814803
47,0.0,0.35988970917787794,0.27589987913054054,0.0,0.2586095149556403
48,0.09245003270420486,0.5707082198557699,0.27589987913054054,0.11785113019775793,0.3522641298609219
49,0.1307440900921227,0.5955132851584735,0.27589987913054054,0.0,0.37097740608683005
50,0.15887222732556064,0.6525654135497426,0.27517476963950355,0.0,0.42746532259110365
51,0.0,0.5477225575051661,0.27517476963950355,0.0,0.337099931231621
52,0.1307440900921227,0.5142195701700967,0.27589987913054054,0.11785113019775793,0.3458244311393725
53,0.0,0.35988970917787794,0.27517476963950355,0.0,0.27458143748161906
54,0.12971863041569273,0.5219201167065137,0.27517476963950355,0.0,0.35803476839848897
55,0.0,0.43705463967398733,0.27517476963950355,0.11785113019775793,0.3133742067957161
56,0.0,0.40243499842503655,0.27517476963950355,0.0,0.2865118920404642
57,0.0,0.40355165233891793,0.2766249886215776,0.11785113019775793,0.2720744685037126
58,0.09099403568319481,0.5424638950129332,0.27589987913054054,0.11785113019775793,0.3482146508116976
59,0.09245003270420486,0.43705463967398733,0.27517476963950355,0.0,0.310443200358844
60,0.27589987913054054,0.5707082198557699,0.27589987913054054,0.0,0.39236821893643087
61,0.09245003270420486,0.46901740042505313,0.27517476963950355,0.0,0.32967642040751044
62,0.09245003270420486,0.47934896668088167,0.27517476963950355,0.0,0.3340825464819161
63,0.0,0.3933926965129473,0.27517476963950355,0.0,0.2864442996995715
64,0.0,0.6522131217630837,0.27517476963950355,0.0,0.3762447041267414
65,0.09245003270420486,0.4972227647424052,0.27517476963950355,0.0,0.3303295262350127
66,0.0,0.48071658283502733,0.27517476963950355,0.0,0.3133742067957161
67,0.0,0.40355165233891793,0.1834498464263357,0.34751537796321386,0.36739428100431853
68,0.0,0.3933926965129473,0.27589987913054054,0.16666666666666666,0.3090996014938757
69,0.0,0.5142195701700967,0.27517476963950355,0.11785113019775793,0.33408254648191615
70,0.12971863041569273,0.47055762700905673,0.27517476963950355,0.11785113019775793,0.35667025593532764
71,0.09245003270420486,0.5920473727663377,0.27589987913054054,0.11785113019775793,0.37204919631029504
72,0.1307440900921227,0.5142195701700967,0.27517476963950355,0.11785113019775793,0.3585496257025391
73,0.09245003270420486,0.5117353001020696,0.27589987913054054,0.11785113019775793,0.33254804749268896
74,0.09245003270420486,0.4988019518518933,0.27517476963950355,0.0,0.3323594775913002
