,0,1,2,3,4,5,6
0,0.989247311827957,0.9922480620155039,0.7501185395922239,0.9904761904761905,0.9866666666666667,0.0,1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2,0.5324354657687991,0.0,0.0,0.0,0.0,0.0,0.3769869570040729
3,0.4600706311232627,0.800903119868637,0.0,0.0,0.0,0.0,0.7234753550543024
4,0.8484848484848485,0.9922480620155039,0.9885057471264368,0.0,0.0,0.0,0.4740125715357913
5,0.9607843137254902,1.0,0.9770114942528737,0.8107503607503608,0.0,0.0,0.7042198993418505
6,0.989247311827957,0.9922480620155039,1.0,0.8604651162790699,0.8886274509803922,0.0,0.989247311827957
7,1.0,1.0,0.9555555555555556,0.9553884711779449,0.7982570806100219,0.0,0.978494623655914
8,0.98989898989899,1.0,0.912280701754386,0.9207087486157254,0.924731182795699,0.0,0.978494623655914
9,0.9791463017269469,1.0,0.9340254603880855,0.8745709123757903,0.92,0.0,0.9791666666666666
10,0.8270396270396271,0.8073018254563641,0.9007864488808228,1.0,0.9166666666666666,0.0,0.8883221646454507
11,0.9547645532072674,0.9833333333333334,1.0,0.8972153972153972,0.9166666666666666,0.0,0.8667614983404457
12,0.9284802043422733,0.9662288930581613,1.0,0.9302325581395349,0.8244348244348245,0.0,0.8350970017636684
13,0.9131652661064426,0.8578088578088577,1.0,0.9302325581395349,0.8133586337760912,0.0,0.8492564317549975
14,0.8736596736596738,0.591304347826087,1.0,0.9398989898989899,0.7657657657657658,0.0,0.7773337773337774
15,0.9629629629629629,0.9743589743589743,0.9743589743589743,0.9814814814814815,0.9629629629629629,0.0,0.7796167247386759
16,0.9073359073359074,0.8854700854700855,0.967741935483871,1.0,0.8572418572418572,0.0,0.847506042627994
17,0.8457023060796646,0.6216216216216216,1.0,0.980952380952381,0.7062897886427297,0.0,0.9329501915708812
18,0.9168831168831169,0.6243589743589744,1.0,0.98989898989899,0.5695859794220449,0.0,0.8379629629629629
19,0.7564313081554461,0.954954954954955,1.0,0.9904761904761905,0.743859649122807,0.0,0.83433908045977
20,0.9523809523809524,1.0,0.9078282828282829,0.9221772379667117,0.891025641025641,0.0,0.9399509803921569
21,0.978494623655914,1.0,0.912280701754386,0.9814814814814815,0.818627450980392,0.0,0.978494623655914
22,0.989247311827957,1.0,0.9885057471264368,0.873015873015873,0.8629864253393665,0.0,0.989247311827957
23,0.9655172413793104,1.0,1.0,0.7847075405214939,0.9866666666666667,0.0,0.9607843137254902
24,1.0,1.0,0.8254357298474946,0.9904761904761905,0.8815763546798029,0.0,0.989247311827957
25,0.978494623655914,1.0,0.9885057471264368,0.8802325581395349,0.8543417366946778,0.0,0.978494623655914
26,1.0,1.0,0.8337542087542088,0.9207141207141207,0.9496296296296296,0.0,1.0
27,1.0,1.0,0.9885057471264368,0.8544749823819592,1.0,0.0,0.9166666666666666
28,1.0,1.0,0.9777777777777779,0.8512265512265511,0.9090909090909092,0.0,1.0
29,0.9670250896057349,1.0,1.0,0.7975644132762681,0.9496296296296296,0.0,0.9684139784946236
30,0.9547645532072674,0.9922480620155039,0.8023391812865497,0.9430894308943089,0.9866666666666667,0.0,0.9696969696969697
31,0.9523809523809524,1.0,0.8866608544027899,0.9147186147186147,0.924731182795699,0.0,0.9607843137254902
32,0.989247311827957,1.0,0.9662835249042145,0.827447955354932,0.9425287356321839,0.0,0.989247311827957
33,0.9791463017269469,1.0,0.918918918918919,0.8449511728581497,0.9866666666666667,0.0,0.9777530589543938
34,0.9670250896057349,1.0,0.9885057471264368,0.8334380892520428,0.9113978494623657,0.0,0.9684139784946236
35,1.0,1.0,0.912280701754386,0.9242424242424242,0.9019607843137255,0.0,1.0
36,0.989247311827957,1.0,0.8966966966966967,0.8512265512265511,1.0,0.0,0.989247311827957
37,0.967741935483871,1.0,0.9770114942528737,0.8544749823819592,0.9166666666666666,0.0,0.9576612903225806
38,1.0,1.0,0.9885057471264368,0.7787174066243834,1.0,0.0,1.0
39,1.0,1.0,0.9111111111111111,0.9269841269841269,0.8720538720538721,0.0,1.0
40,1.0,1.0,0.8382066276803118,0.9117140396210163,0.9866666666666667,0.0,1.0
41,1.0,1.0,0.8900584795321637,0.8795973674022455,0.9629629629629629,0.0,1.0
42,0.989247311827957,1.0,1.0,0.7787174066243834,0.9866666666666667,0.0,0.989247311827957
43,0.98989898989899,1.0,0.9172368849788204,0.8387723387723387,0.9743589743589743,0.0,0.9885057471264368
44,0.9315272541078993,0.9844961240310077,0.918918918918919,0.8962000962000962,0.9166666666666666,0.0,0.9582027168234065
45,0.989247311827957,1.0,0.9662835249042145,0.862988862988863,0.8876941457586619,0.0,0.989247311827957
46,0.9670250896057349,0.9922480620155039,1.0,0.784992784992785,0.9743589743589743,0.0,0.9791666666666666
47,0.978494623655914,1.0,0.8311996206733049,0.9814814814814815,0.9113978494623657,0.0,0.967741935483871
48,1.0,1.0,0.8534571723426213,0.8891547049441786,1.0,0.0,1.0
49,1.0,1.0,0.8706140350877193,0.9314814814814815,0.9166666666666666,0.0,1.0
50,1.0,1.0,0.7434803224276908,1.0,0.9866666666666667,0.0,1.0
51,1.0,1.0,0.8578004150160347,0.9500000000000001,0.8990901571546733,0.0,1.0
52,0.989247311827957,1.0,0.9885057471264368,0.8117399396469164,0.9425287356321839,0.0,0.989247311827957
53,0.9416282642089094,0.9922480620155039,0.9440613026819923,0.8295973674022455,0.9487179487179486,0.0,0.9607843137254902
54,0.967741935483871,0.9922480620155039,0.8892921960072595,0.8795973674022454,0.9496296296296296,0.0,0.9885057471264368
55,0.989247311827957,1.0,0.844880174291939,0.9245709123757905,0.939047619047619,0.0,0.989247311827957
56,0.989247311827957,1.0,0.8522522522522523,0.9458646616541353,0.9076923076923077,0.0,0.989247311827957
57,0.9791463017269469,1.0,0.8245614035087719,0.9302325581395349,0.9866666666666667,0.0,0.9777530589543938
58,0.989247311827957,0.9922480620155039,0.8900584795321637,0.873015873015873,0.9743589743589743,0.0,1.0
59,0.9446635431062572,1.0,0.8842592592592592,0.9314814814814815,0.9019607843137255,0.0,0.9474500286513635
60,0.9777777777777779,1.0,0.8245614035087719,0.9242424242424242,1.0,0.0,0.9791666666666666
61,1.0,1.0,0.9380006966213862,0.8374975154044922,0.9523809523809524,0.0,1.0
62,0.989247311827957,0.9922480620155039,0.912280701754386,0.8544749823819592,0.9866666666666667,0.0,1.0
63,1.0,1.0,0.9770114942528737,0.8334380892520428,0.924731182795699,0.0,1.0
