,0
0,0.43558979043907864
1,0.4710234591254027
2,0.3787874793665718
3,0.3828060444701525
4,0.3803654138202857
5,0.467760776643718
6,0.36671384015278496
7,0.3546398706137099
8,0.3963526887229831
9,0.3656088912901098
10,0.450319237612617
11,0.3833134717615641
12,0.32979144024154716
13,0.5222729867720953
14,0.33259638285885235
15,0.274076041803112
16,0.41007829804722135
17,0.22435720489086275
18,0.4871056926656447
19,0.43481732858777367
20,0.41413989277930546
21,0.398494418242526
22,0.3726181646909077
23,0.4096480087892298
24,0.44806026371861013
25,0.5037522645622249
26,0.3078588995771108
27,0.43944595517370183
28,0.4156649339044347
29,0.31054818132987055
30,0.3744719793938793
31,0.20969565206988686
32,0.3716619599354629
33,0.34726935882991566
