,0,1,2,3
0,0.25925925925925924,0.16666666666666666,0.9722222222222222,0.6
1,0.6666666666666666,0.25,0.9166666666666666,0.20000000000000004
2,0.2962962962962963,0.16666666666666666,0.9166666666666666,0.4666666666666666
3,0.48148148148148145,0.3333333333333333,0.8888888888888888,0.13333333333333333
4,0.1851851851851852,0.3333333333333333,0.9444444444444443,0.39999999999999997
5,0.6666666666666666,0.25,0.9166666666666666,0.13333333333333333
6,0.40740740740740744,0.3333333333333333,0.9444444444444443,0.13333333333333333
7,0.40740740740740744,0.25,0.9166666666666666,0.13333333333333333
8,0.48148148148148145,0.25,0.9444444444444443,0.13333333333333333
9,0.3703703703703703,0.3333333333333333,0.9444444444444443,0.13333333333333333
10,0.8518518518518517,0.25,0.6944444444444443,0.13333333333333333
11,0.6666666666666666,0.3333333333333333,0.75,0.13333333333333333
12,0.3703703703703703,0.25,0.9166666666666666,0.13333333333333333
13,0.7037037037037037,0.4166666666666667,0.9166666666666666,0.20000000000000004
14,0.3703703703703703,0.3333333333333333,0.9166666666666666,0.06666666666666667
15,0.25925925925925924,0.3333333333333333,0.9444444444444443,0.13333333333333333
16,0.5555555555555556,0.3333333333333333,0.9166666666666666,0.06666666666666667
17,0.1111111111111111,0.08333333333333333,0.9722222222222222,0.20000000000000004
18,0.6296296296296297,0.3333333333333333,0.9166666666666666,0.19999999999999998
19,0.3703703703703704,0.25,0.9444444444444443,0.4666666666666666
20,0.5185185185185185,0.3333333333333333,0.9166666666666666,0.20000000000000004
21,0.3703703703703703,0.25,0.9166666666666666,0.4666666666666666
22,0.2222222222222222,0.3333333333333333,0.9166666666666666,0.3333333333333333
23,0.8148148148148149,0.4166666666666667,0.5833333333333334,0.13333333333333333
24,0.5925925925925926,0.5833333333333334,0.8333333333333334,0.13333333333333333
25,0.5555555555555555,0.3333333333333333,0.9166666666666666,0.39999999999999997
26,0.2962962962962963,0.16666666666666666,0.9444444444444443,0.20000000000000004
27,0.5555555555555556,0.4166666666666667,0.8888888888888888,0.20000000000000004
28,0.40740740740740744,0.4166666666666667,0.8888888888888888,0.3333333333333333
29,0.14814814814814814,0.25,0.9722222222222222,0.26666666666666666
30,0.40740740740740744,0.25,0.9444444444444443,0.20000000000000004
31,0.2222222222222222,0.16666666666666666,0.611111111111111,0.4666666666666666
32,0.3333333333333333,0.25,0.9444444444444443,0.3333333333333333
33,0.2962962962962963,0.25,0.9722222222222222,0.20000000000000004
