,0
0,0.21178204649872834
1,0.0
2,0.28634964331134455
3,0.33934942467914153
4,0.3473757872754431
5,0.33629471885932616
6,0.3224446986479152
7,0.31648499481899556
8,0.31689367411410935
9,0.333041663231124
10,0.17712613011724207
11,0.043754552617861285
12,0.09969365590818252
