,0
0,1.0
1,0.996299526761465
2,0.9963018277505156
3,1.0
4,1.0
5,0.9853070235294202
6,0.9926732184062805
7,1.0
8,0.9963018277505156
9,0.9889750461567961
10,0.9926732184062805
11,0.9926732184062805
12,0.9926732184062805
13,0.9889031822624963
14,0.9889750461567961
15,1.0
16,1.0
17,1.0
18,1.0
19,0.9926036555010311
20,0.9963018277505156
21,1.0
22,0.9963018277505156
23,1.0
24,0.996299526761465
25,0.9926732184062805
26,0.9963018277505156
27,1.0
28,0.9963018277505156
29,1.0
30,1.0
31,1.0
32,0.9926029618791238
33,0.9926732184062805
34,1.0
35,0.9889750461567961
36,0.9926732184062805
37,1.0
38,1.0
39,0.9889750461567961
40,0.9963018277505156
41,1.0
42,0.9926013545119806
43,1.0
44,1.0
45,1.0
46,0.9926732184062805
47,0.9963018277505156
48,1.0
49,0.9853464368125611
50,0.9852374606241708
51,0.9889750461567961
52,0.9926338051231397
53,0.9963018277505156
54,1.0
55,0.9963010460603762
56,1.0
57,0.9926732184062805
58,0.9963018277505156
59,0.9963018277505156
60,0.9926732184062805
61,0.9926013545119806
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,0.9926036555010311
70,0.9926036555010311
71,1.0
72,0.9780196552188416
73,0.996299526761465
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,0.9963018277505156
81,0.9926732184062805
82,0.9926036555010311
83,0.9890465539881145
84,0.9963010460603762
85,1.0
86,1.0
87,1.0
88,0.9963018277505156
89,0.9926013545119806
90,0.9889054832515468
91,1.0
92,0.9926338051231397
93,0.9963010460603762
94,1.0
95,0.9963010460603762
96,1.0
97,1.0
98,1.0
99,1.0
100,0.9816482645630766
101,0.9817851547382174
102,0.9963010460603762
103,0.9963018277505156
104,1.0
105,1.0
106,1.0
107,0.9963018277505156
108,1.0
